player_name,season,cii,archetype,confidence,cii_self_created,cii_pressure_appetite,cii_difficulty_embrace,cii_defensive_survival,cii_force_multiplication
Aaron Brooks,2015-16,40.86,Fragile Star,High,35.64,46.7,29.6,54.05,44.62
Aaron Gordon,2015-16,24.9,Role Player,High,17.98,13.5,13.99,54.05,52.3
Al Horford,2015-16,27.85,Role Player,High,1.36,35.97,25.3,54.05,52.85
Al Jefferson,2015-16,30.87,Role Player,High,13.1,24.58,32.8,54.05,61.26
Al-Farouq Aminu,2015-16,24.45,Role Player,High,8.71,23.85,14.36,54.05,48.94
Alec Burks,2015-16,48.45,Fragile Star,High,42.71,61.65,37.66,54.05,45.82
Alex Len,2015-16,22.31,Role Player,High,5.89,12.0,19.5,54.05,55.33
Allen Crabbe,2015-16,25.38,Role Player,High,8.42,10.0,38.86,54.05,44.72
Alonzo Gee,2015-16,19.28,Role Player,High,7.48,11.15,5.79,54.05,49.84
Amir Johnson,2015-16,23.22,Role Player,High,13.96,21.88,2.79,54.05,48.92
Andre Drummond,2015-16,30.74,Role Player,High,12.0,46.91,4.4,54.05,64.25
Andre Iguodala,2015-16,27.92,Role Player,High,11.69,30.55,18.83,54.05,49.02
Andre Roberson,2015-16,16.09,Role Player,High,2.6,10.0,0.4,54.05,46.23
Andrew Bogut,2015-16,20.47,Role Player,High,5.35,22.68,2.4,54.05,46.05
Andrew Nicholson,2015-16,33.58,Role Player,High,23.29,44.8,11.29,54.05,50.32
Andrew Wiggins,2015-16,50.96,Fragile Star,High,37.34,68.1,42.01,54.05,62.23
Anthony Davis,2015-16,38.3,Role Player,High,15.65,44.34,39.89,54.05,64.34
Arron Afflalo,2015-16,46.79,Fragile Star,High,27.13,63.17,47.03,54.05,53.49
Austin Rivers,2015-16,29.93,Role Player,High,29.59,12.0,25.37,54.05,48.75
Ben McLemore,2015-16,22.79,Role Player,High,5.68,19.47,16.16,54.05,48.79
Beno Udrih,2015-16,31.11,Role Player,High,25.53,10.0,42.17,54.05,44.07
Bismack Biyombo,2015-16,18.9,Role Player,High,6.38,10.0,7.4,54.05,49.0
Blake Griffin,2015-16,43.91,Fragile Star,High,23.38,53.88,46.37,54.05,60.4
Bojan Bogdanovic,2015-16,24.35,Role Player,High,12.89,14.67,18.41,54.05,50.25
Bradley Beal,2015-16,45.87,Fragile Star,High,40.07,47.52,44.67,54.05,49.3
Brandon Bass,2015-16,24.14,Role Player,High,5.2,27.35,11.8,54.05,52.75
Brandon Jennings,2015-16,38.71,Role Player,High,32.25,36.98,36.44,54.05,43.98
Brandon Knight,2015-16,58.91,Luxury Amplifier,High,58.6,58.52,69.07,54.05,47.79
Brook Lopez,2015-16,37.34,Role Player,High,22.56,40.5,26.8,54.05,69.8
CJ McCollum,2015-16,58.24,Luxury Amplifier,High,62.11,50.71,70.79,54.05,46.64
CJ Miles,2015-16,25.34,Role Player,High,13.63,16.33,21.66,54.05,47.32
Carmelo Anthony,2015-16,64.76,Luxury Amplifier,High,53.84,80.32,68.86,54.05,66.51
Chandler Parsons,2015-16,29.67,Role Player,High,27.29,17.17,20.47,54.05,49.94
Chris Bosh,2015-16,38.76,Role Player,High,17.33,50.32,35.99,54.05,56.72
Chris Johnson,2015-16,19.91,Role Player,High,7.01,10.0,13.67,54.05,44.68
Chris Paul,2015-16,71.13,Strong Creator,High,85.1,60.36,87.17,54.05,49.66
Cody Zeller,2015-16,17.88,Role Player,High,1.87,10.0,6.8,54.05,53.5
Cory Joseph,2015-16,33.01,Role Player,High,35.68,10.0,33.67,54.05,49.6
Courtney Lee,2015-16,27.53,Role Player,High,14.7,12.45,35.69,54.05,47.58
D'Angelo Russell,2015-16,45.49,Fragile Star,High,40.56,42.56,48.76,54.05,48.22
D.J. Augustin,2015-16,36.4,Role Player,High,47.9,18.33,24.3,54.05,44.8
Damian Lillard,2015-16,70.63,Strong Creator,High,76.99,80.11,72.13,54.05,49.69
Danilo Gallinari,2015-16,40.5,Fragile Star,High,33.71,39.52,33.24,54.05,57.56
Danny Green,2015-16,22.53,Role Player,High,4.03,22.79,15.63,54.05,43.91
Dante Cunningham,2015-16,24.17,Role Player,High,0.65,32.36,16.0,54.05,45.74
Darrell Arthur,2015-16,24.91,Role Player,High,1.41,20.45,32.8,54.05,47.05
Darren Collison,2015-16,48.54,Fragile Star,High,52.21,43.86,43.76,54.05,50.49
David West,2015-16,22.51,Role Player,High,2.06,10.0,31.6,54.05,49.63
DeAndre Jordan,2015-16,23.19,Role Player,High,2.83,36.38,0.2,54.05,51.0
DeMar DeRozan,2015-16,63.38,Luxury Amplifier,High,60.76,79.95,58.21,54.05,54.18
DeMarcus Cousins,2015-16,44.48,Fragile Star,High,20.46,76.96,20.97,54.05,67.97
DeMarre Carroll,2015-16,20.6,Role Player,High,9.3,10.0,12.84,54.05,46.31
Dennis Schröder,2015-16,44.04,Fragile Star,High,37.47,47.72,39.31,54.05,49.0
Derrick Favors,2015-16,31.09,Role Player,High,15.01,29.14,24.39,54.05,63.13
Derrick Rose,2015-16,56.46,Luxury Amplifier,High,47.1,66.79,63.4,54.05,48.48
Derrick Williams,2015-16,28.29,Role Player,High,17.03,24.01,19.96,54.05,50.75
Devin Booker,2015-16,38.22,Role Player,High,31.87,30.0,40.01,54.05,50.47
Devin Harris,2015-16,24.58,Role Player,High,19.65,10.5,14.26,54.05,51.05
Dewayne Dedmon,2015-16,17.57,Role Player,High,2.72,10.0,7.5,54.05,46.5
Dion Waiters,2015-16,29.57,Role Player,High,25.43,10.0,32.4,54.05,48.53
Dirk Nowitzki,2015-16,44.07,Fragile Star,High,18.02,62.06,45.89,54.05,58.65
Donald Sloan,2015-16,33.03,Role Player,High,31.16,23.74,23.04,54.05,50.33
Doug McDermott,2015-16,21.24,Role Player,High,4.97,10.0,22.77,54.05,45.87
Draymond Green,2015-16,30.64,Role Player,High,12.04,48.36,5.99,54.05,56.37
Dwight Howard,2015-16,20.5,Role Player,High,10.84,13.0,1.6,54.05,55.75
Dwyane Wade,2015-16,62.6,Luxury Amplifier,High,50.23,90.0,55.84,54.05,57.6
E'Twaun Moore,2015-16,29.46,Role Player,High,26.4,13.1,27.56,54.05,46.45
Ed Davis,2015-16,23.35,Role Player,High,24.82,10.0,1.1,54.05,50.75
Elfrid Payton,2015-16,44.84,Fragile Star,High,30.76,66.5,29.47,54.05,49.87
Emmanuel Mudiay,2015-16,49.46,Fragile Star,High,40.89,55.29,51.61,54.05,49.46
Enes Freedom,2015-16,26.36,Role Player,High,23.37,13.0,12.4,54.05,55.11
Eric Bledsoe,2015-16,63.02,Luxury Amplifier,High,68.99,70.06,60.49,54.05,46.05
Eric Gordon,2015-16,30.32,Role Player,High,24.09,22.75,23.33,54.05,46.27
Ersan Ilyasova,2015-16,23.32,Role Player,High,7.61,16.83,20.11,54.05,46.96
Evan Fournier,2015-16,33.87,Role Player,High,28.19,33.27,20.04,54.05,49.83
Evan Turner,2015-16,42.2,Fragile Star,High,38.9,31.61,47.29,54.05,50.63
Festus Ezeli,2015-16,15.69,Role Player,High,0.45,10.0,1.0,54.05,47.5
Frank Kaminsky,2015-16,21.17,Role Player,High,5.82,20.68,7.0,54.05,47.42
Garrett Temple,2015-16,25.38,Role Player,High,7.59,29.29,14.16,54.05,48.4
Gary Harris,2015-16,24.59,Role Player,High,13.84,12.83,21.14,54.05,48.93
Gary Neal,2015-16,44.56,Fragile Star,High,35.98,46.94,48.0,54.05,43.23
George Hill,2015-16,33.62,Role Player,High,36.08,10.0,36.94,54.05,48.0
Gerald Green,2015-16,28.3,Role Player,High,14.26,16.17,35.9,54.05,46.9
Gerald Henderson,2015-16,31.62,Role Player,High,23.3,13.0,43.37,54.05,45.97
Giannis Antetokounmpo,2015-16,35.15,Role Player,High,34.29,26.33,22.96,54.05,55.82
Goran Dragic,2015-16,40.05,Fragile Star,High,48.92,11.83,46.87,54.05,49.32
Gordon Hayward,2015-16,49.02,Fragile Star,High,47.46,52.44,41.6,54.05,52.49
Gorgui Dieng,2015-16,30.03,Role Player,High,10.3,33.71,24.5,54.05,55.04
Greg Monroe,2015-16,30.51,Role Player,High,19.66,31.91,9.9,54.05,65.43
Harrison Barnes,2015-16,25.96,Role Player,High,12.01,12.5,29.49,54.05,52.29
Hassan Whiteside,2015-16,28.99,Role Player,High,16.63,32.53,10.6,54.05,56.4
Hollis Thompson,2015-16,19.38,Role Player,High,3.69,10.0,15.97,54.05,44.68
Ian Mahinmi,2015-16,21.85,Role Player,High,5.09,23.52,4.2,54.05,55.0
Iman Shumpert,2015-16,25.71,Role Player,High,11.44,16.18,27.24,54.05,46.74
Isaiah Canaan,2015-16,32.35,Role Player,High,23.79,29.59,25.07,54.05,46.96
Isaiah Thomas,2015-16,57.1,Luxury Amplifier,High,57.63,68.1,47.7,54.05,51.35
Ish Smith,2015-16,56.7,Luxury Amplifier,High,46.1,79.17,50.64,54.05,48.45
J.J. Barea,2015-16,46.92,Fragile Star,High,47.33,47.79,40.21,54.05,46.27
JJ Redick,2015-16,33.47,Role Player,High,14.27,30.06,45.53,54.05,44.58
JR Smith,2015-16,27.1,Role Player,High,18.96,10.0,31.71,54.05,44.65
JaKarr Sampson,2015-16,24.77,Role Player,High,10.84,30.0,6.19,54.05,46.75
Jabari Parker,2015-16,26.98,Role Player,High,13.37,14.67,28.59,54.05,54.8
Jae Crowder,2015-16,26.14,Role Player,High,7.17,25.55,23.5,54.05,47.98
Jahlil Okafor,2015-16,36.72,Role Player,High,34.76,24.5,25.8,54.05,69.02
Jamal Crawford,2015-16,45.22,Fragile Star,High,48.28,27.7,54.54,54.05,48.0
Jameer Nelson,2015-16,47.87,Fragile Star,High,38.15,56.89,48.46,54.05,44.01
James Harden,2015-16,75.33,Strong Creator,High,85.95,88.82,68.74,54.05,54.82
Jared Dudley,2015-16,25.5,Role Player,High,1.09,28.22,27.5,54.05,45.11
Jared Sullinger,2015-16,28.47,Role Player,High,8.91,23.89,31.59,54.05,53.95
Jarrett Jack,2015-16,51.52,Fragile Star,High,48.72,49.07,61.01,54.05,43.23
Jason Smith,2015-16,21.52,Role Player,High,0.48,10.0,31.6,54.05,44.51
Jason Terry,2015-16,31.24,Role Player,High,9.61,53.46,12.84,54.05,43.21
Jeff Green,2015-16,36.84,Role Player,High,23.21,46.94,24.03,54.05,52.33
Jeff Teague,2015-16,54.7,Fragile Star,High,54.23,70.62,38.21,54.05,50.24
Jerami Grant,2015-16,22.46,Role Player,High,5.44,25.12,4.59,54.05,55.25
Jeremy Lin,2015-16,36.68,Role Player,High,34.9,27.66,30.27,54.05,51.33
Jerian Grant,2015-16,43.71,Fragile Star,High,26.18,71.33,26.31,54.05,46.5
Jerryd Bayless,2015-16,32.59,Role Player,High,20.8,33.54,26.29,54.05,46.03
Jimmy Butler III,2015-16,54.07,Fragile Star,High,47.72,64.42,49.76,54.05,55.94
Joakim Noah,2015-16,19.12,Role Player,High,9.51,10.0,4.8,54.05,47.0
Joe Ingles,2015-16,20.59,Role Player,High,10.42,10.0,12.83,54.05,42.89
Joe Johnson,2015-16,48.01,Fragile Star,High,39.71,62.17,37.49,54.05,49.46
Joffrey Lauvergne,2015-16,23.57,Role Player,High,7.06,20.2,16.7,54.05,49.5
John Henson,2015-16,19.26,Role Player,High,4.33,16.17,4.8,54.05,48.5
John Wall,2015-16,67.17,Luxury Amplifier,High,61.76,82.67,74.76,54.05,49.15
Jon Leuer,2015-16,27.39,Role Player,High,10.99,29.92,18.7,54.05,47.67
Jonas Jerebko,2015-16,24.42,Role Player,High,0.77,39.77,8.3,54.05,44.82
Jonas Valančiūnas,2015-16,26.68,Role Player,High,21.39,17.17,11.2,54.05,56.18
Jordan Clarkson,2015-16,45.19,Fragile Star,High,39.37,47.13,43.21,54.05,48.45
Jose Calderon,2015-16,35.49,Role Player,High,35.92,10.0,48.23,54.05,44.57
Josh Richardson,2015-16,24.45,Role Player,High,17.7,10.0,18.79,54.05,47.75
Jrue Holiday,2015-16,58.72,Luxury Amplifier,High,56.84,69.51,55.8,54.05,50.18
Julius Randle,2015-16,28.26,Role Player,High,20.87,20.93,15.39,54.05,55.84
Justin Holiday,2015-16,20.54,Role Player,High,4.26,10.0,20.64,54.05,45.23
Justise Winslow,2015-16,25.24,Role Player,High,8.76,26.69,13.89,54.05,50.55
Karl-Anthony Towns,2015-16,31.57,Role Player,High,16.02,24.85,31.79,54.05,60.85
Kawhi Leonard,2015-16,51.23,Fragile Star,High,50.48,50.74,48.79,54.05,55.4
Kemba Walker,2015-16,68.7,Luxury Amplifier,High,69.79,86.5,65.44,54.05,49.38
Kenneth Faried,2015-16,29.35,Role Player,High,10.84,45.4,6.4,54.05,53.63
Kent Bazemore,2015-16,29.29,Role Player,High,17.13,31.82,15.57,54.05,49.72
Kentavious Caldwell-Pope,2015-16,32.83,Role Player,High,28.21,14.17,38.93,54.05,49.29
Kevin Durant,2015-16,66.69,Luxury Amplifier,High,60.4,88.17,63.3,54.05,57.56
Kevin Garnett,2015-16,24.56,Role Player,High,1.03,20.4,32.8,54.05,44.83
Kevin Love,2015-16,25.06,Role Player,High,8.55,19.5,19.36,54.05,56.41
Kevin Seraphin,2015-16,25.95,Role Player,High,9.61,13.5,32.8,54.05,50.29
Khris Middleton,2015-16,55.41,Luxury Amplifier,High,41.2,75.83,54.26,54.05,51.36
Klay Thompson,2015-16,30.82,Role Player,High,14.47,25.83,33.73,54.05,51.7
Kobe Bryant,2015-16,62.8,Luxury Amplifier,High,46.07,90.0,66.3,54.05,51.14
Kosta Koufos,2015-16,22.39,Role Player,High,4.14,29.74,3.8,54.05,48.5
Kristaps Porziņģis,2015-16,32.05,Role Player,High,12.35,33.94,31.87,54.05,53.79
Kyle Korver,2015-16,23.46,Role Player,High,6.44,10.0,32.9,54.05,43.37
Kyle Lowry,2015-16,59.44,Luxury Amplifier,High,65.5,65.04,51.84,54.05,50.53
Kyrie Irving,2015-16,63.58,Luxury Amplifier,High,63.07,72.43,67.74,54.05,48.95
LaMarcus Aldridge,2015-16,36.74,Role Player,High,20.87,31.77,42.0,54.05,60.3
Lance Stephenson,2015-16,41.23,Fragile Star,High,42.39,40.67,27.56,54.05,47.25
Lance Thomas,2015-16,29.37,Role Player,High,13.89,27.02,27.39,54.05,48.6
Langston Galloway,2015-16,33.79,Role Player,High,16.58,44.22,24.24,54.05,48.04
Larry Nance Jr.,2015-16,21.66,Role Player,High,4.73,10.0,24.5,54.05,47.38
LeBron James,2015-16,64.81,Luxury Amplifier,High,62.47,90.0,47.7,54.05,59.19
Lou Williams,2015-16,48.91,Fragile Star,High,54.64,44.29,41.37,54.05,50.6
Luis Scola,2015-16,22.82,Role Player,High,7.35,18.29,13.7,54.05,51.98
Luol Deng,2015-16,24.7,Role Player,High,10.33,20.62,17.57,54.05,48.22
Manu Ginobili,2015-16,33.76,Role Player,High,19.23,43.58,21.79,54.05,46.31
Marc Gasol,2015-16,38.62,Role Player,High,12.57,49.51,37.8,54.05,68.01
Marcin Gortat,2015-16,21.91,Role Player,High,1.52,17.81,15.4,54.05,58.15
Marco Belinelli,2015-16,31.87,Role Player,High,8.43,32.86,41.89,54.05,46.41
Marcus Morris Sr.,2015-16,37.25,Role Player,High,35.76,12.0,50.4,54.05,53.38
Marcus Smart,2015-16,27.12,Role Player,High,19.76,20.62,14.47,54.05,50.36
Marcus Thornton,2015-16,32.74,Role Player,High,19.45,36.53,25.46,54.05,45.73
Mario Chalmers,2015-16,43.3,Fragile Star,High,44.47,48.02,23.09,54.05,52.31
Mario Hezonja,2015-16,39.19,Role Player,High,15.74,67.17,25.14,54.05,45.43
Markel Brown,2015-16,29.43,Role Player,High,12.69,32.9,23.56,54.05,45.76
Markieff Morris,2015-16,31.73,Role Player,High,14.34,23.33,39.07,54.05,56.76
Marvin Williams,2015-16,20.2,Role Player,High,4.32,13.83,13.19,54.05,47.06
Mason Plumlee,2015-16,21.41,Role Player,High,10.54,12.83,4.8,54.05,59.75
Matt Barnes,2015-16,22.66,Role Player,High,4.74,26.29,9.43,54.05,46.69
Matthew Dellavedova,2015-16,29.07,Role Player,High,27.07,10.0,29.26,54.05,44.94
Maurice Harkless,2015-16,21.42,Role Player,High,12.06,17.07,3.49,54.05,47.25
Meyers Leonard,2015-16,31.31,Role Player,High,1.93,51.66,25.79,54.05,45.5
Michael Beasley,2015-16,38.01,Role Player,High,29.29,32.23,39.27,54.05,52.0
Michael Carter-Williams,2015-16,36.99,Role Player,High,30.48,29.84,35.67,54.05,51.42
Mike Conley,2015-16,53.28,Fragile Star,High,50.63,60.13,49.87,54.05,49.76
Mike Dunleavy,2015-16,23.77,Role Player,High,2.93,33.02,10.54,54.05,44.19
Miles Plumlee,2015-16,18.58,Role Player,High,5.74,10.5,7.4,54.05,46.5
Mirza Teletovic,2015-16,25.24,Role Player,High,6.83,28.92,15.04,54.05,48.46
Monta Ellis,2015-16,55.31,Luxury Amplifier,High,43.34,71.33,57.73,54.05,48.23
Myles Turner,2015-16,27.11,Role Player,High,2.28,24.57,34.0,54.05,53.72
Nemanja Bjelica,2015-16,17.23,Role Player,High,4.29,10.0,4.37,54.05,44.6
Nene,2015-16,25.49,Role Player,High,14.03,13.5,20.6,54.05,56.75
Nerlens Noel,2015-16,28.0,Role Player,High,11.04,37.06,10.3,54.05,52.57
Nick Young,2015-16,27.82,Role Player,High,17.76,10.0,38.07,54.05,42.68
Nicolas Batum,2015-16,42.11,Fragile Star,High,34.83,37.72,45.79,54.05,49.67
Nik Stauskas,2015-16,23.45,Role Player,High,10.93,16.25,16.14,54.05,47.76
Nikola Jokić,2015-16,26.25,Role Player,High,17.07,21.63,10.59,54.05,54.92
Nikola Mirotic,2015-16,23.71,Role Player,High,4.34,27.29,13.33,54.05,48.16
Nikola Vučević,2015-16,36.8,Role Player,High,16.4,41.1,36.4,54.05,62.18
Norris Cole,2015-16,38.32,Role Player,High,39.45,10.0,57.2,54.05,44.38
O.J. Mayo,2015-16,27.94,Role Player,High,11.57,22.58,31.51,54.05,44.18
Omri Casspi,2015-16,19.59,Role Player,High,9.82,10.0,6.3,54.05,47.74
Otto Porter Jr.,2015-16,23.84,Role Player,High,8.2,10.0,30.57,54.05,46.58
P.J. Tucker,2015-16,25.76,Role Player,High,14.56,25.29,9.76,54.05,50.12
Patrick Beverley,2015-16,26.69,Role Player,High,24.78,10.0,19.97,54.05,46.5
Patrick Patterson,2015-16,18.43,Role Player,High,4.62,10.0,10.49,54.05,43.34
Patty Mills,2015-16,41.35,Fragile Star,High,23.92,55.81,38.26,54.05,44.61
Pau Gasol,2015-16,34.53,Role Player,High,11.11,39.51,35.2,54.05,61.7
Paul George,2015-16,57.31,Luxury Amplifier,High,55.38,62.47,58.47,54.05,52.74
Paul Millsap,2015-16,34.59,Role Player,High,14.24,49.26,19.07,54.05,60.78
Quincy Acy,2015-16,19.67,Role Player,High,6.31,10.0,13.2,54.05,45.25
Rajon Rondo,2015-16,36.1,Role Player,High,38.31,16.83,36.8,54.05,49.31
Ramon Sessions,2015-16,30.44,Role Player,High,34.13,12.33,18.87,54.05,52.33
Randy Foye,2015-16,27.03,Role Player,High,23.23,10.0,24.27,54.05,46.02
Raul Neto,2015-16,33.13,Role Player,High,29.56,28.24,22.84,54.05,45.28
Raymond Felton,2015-16,41.2,Fragile Star,High,34.35,44.19,34.57,54.05,48.22
Reggie Jackson,2015-16,67.1,Luxury Amplifier,High,66.83,90.0,57.83,54.05,48.74
Richard Jefferson,2015-16,17.38,Role Player,High,1.41,10.0,9.77,54.05,43.98
Ricky Rubio,2015-16,39.2,Role Player,High,37.12,23.3,45.46,54.05,50.4
Robert Covington,2015-16,26.83,Role Player,High,4.25,44.07,9.49,54.05,45.35
Robin Lopez,2015-16,27.86,Role Player,High,24.51,20.45,9.2,54.05,54.48
Rodney Hood,2015-16,48.95,Fragile Star,High,44.97,57.98,40.63,54.05,47.34
Rodney Stuckey,2015-16,33.65,Role Player,High,26.38,21.13,36.66,54.05,50.11
Ronnie Price,2015-16,26.66,Role Player,High,20.31,18.0,17.79,54.05,44.06
Roy Hibbert,2015-16,23.95,Role Player,High,9.27,10.0,27.4,54.05,50.82
Rudy Gay,2015-16,40.2,Fragile Star,High,27.43,46.21,33.23,54.05,56.62
Rudy Gobert,2015-16,21.73,Role Player,High,16.68,13.41,0.7,54.05,51.25
Russell Westbrook,2015-16,68.29,Luxury Amplifier,High,73.95,77.79,65.59,54.05,54.27
Ryan Anderson,2015-16,33.15,Role Player,High,27.7,11.83,40.41,54.05,56.94
Sasha Vujacic,2015-16,23.29,Role Player,High,3.34,15.79,29.86,54.05,42.6
Serge Ibaka,2015-16,22.71,Role Player,High,0.86,11.67,32.4,54.05,49.45
Seth Curry,2015-16,28.57,Role Player,High,29.18,10.0,24.2,54.05,43.66
Shabazz Muhammad,2015-16,25.82,Role Player,High,11.68,23.92,13.6,54.05,55.09
Shabazz Napier,2015-16,35.82,Role Player,High,24.91,41.0,28.19,54.05,43.49
Shane Larkin,2015-16,41.48,Fragile Star,High,34.9,42.67,36.6,54.05,49.19
Shaun Livingston,2015-16,35.53,Role Player,High,40.28,10.0,40.2,54.05,47.99
Shelvin Mack,2015-16,34.41,Role Player,High,34.24,19.67,32.13,54.05,46.88
Solomon Hill,2015-16,22.69,Role Player,High,13.78,15.69,9.19,54.05,46.85
Stephen Curry,2015-16,72.25,Strong Creator,High,76.86,90.0,67.89,54.05,50.03
Steven Adams,2015-16,17.97,Role Player,High,5.09,11.08,1.9,54.05,51.83
T.J. McConnell,2015-16,39.53,Role Player,High,37.23,26.7,45.66,54.05,44.43
T.J. Warren,2015-16,30.64,Role Player,High,18.75,16.5,39.77,54.05,48.27
Taj Gibson,2015-16,23.09,Role Player,High,12.73,10.0,16.8,54.05,53.01
Tayshaun Prince,2015-16,22.78,Role Player,High,3.09,11.67,32.0,54.05,44.23
Terrence Jones,2015-16,22.36,Role Player,High,4.77,23.6,7.46,54.05,54.28
Terrence Ross,2015-16,28.28,Role Player,High,13.67,21.38,31.11,54.05,45.03
Thabo Sefolosha,2015-16,20.5,Role Player,High,5.7,10.62,14.79,54.05,50.68
Thaddeus Young,2015-16,33.01,Role Player,High,19.96,36.52,19.29,54.05,59.25
Tim Duncan,2015-16,22.65,Role Player,High,7.94,14.33,15.8,54.05,54.18
Tim Frazier,2015-16,32.14,Role Player,High,29.86,14.5,34.51,54.05,45.43
Tobias Harris,2015-16,26.56,Role Player,High,19.35,14.67,17.77,54.05,54.28
Toney Douglas,2015-16,40.91,Fragile Star,High,35.55,42.25,34.14,54.05,47.45
Tony Allen,2015-16,21.35,Role Player,High,10.72,10.0,11.7,54.05,51.87
Tony Parker,2015-16,54.11,Fragile Star,High,49.86,62.89,52.09,54.05,49.05
Tony Snell,2015-16,21.44,Role Player,High,9.05,10.0,17.57,54.05,46.05
Trevor Ariza,2015-16,25.25,Role Player,High,10.01,24.96,15.27,54.05,48.49
Trevor Booker,2015-16,25.03,Role Player,High,11.96,30.06,4.7,54.05,48.84
Trey Burke,2015-16,40.24,Fragile Star,High,34.72,31.25,46.66,54.05,45.73
Trey Lyles,2015-16,23.79,Role Player,High,8.85,15.5,23.19,54.05,45.11
Tristan Thompson,2015-16,19.7,Role Player,High,11.56,10.79,2.0,54.05,50.25
Tyler Ennis,2015-16,31.55,Role Player,High,24.68,29.52,20.29,54.05,46.0
Tyreke Evans,2015-16,46.62,Fragile Star,High,47.41,50.26,34.86,54.05,47.5
Tyson Chandler,2015-16,26.25,Role Player,High,14.58,33.83,1.7,54.05,49.75
Victor Oladipo,2015-16,45.56,Fragile Star,High,38.76,47.4,45.19,54.05,49.39
Vince Carter,2015-16,25.61,Role Player,High,11.48,23.68,17.54,54.05,46.33
Wayne Ellington,2015-16,26.74,Role Player,High,14.0,10.0,36.69,54.05,45.92
Wesley Matthews,2015-16,32.69,Role Player,High,19.94,30.62,30.47,54.05,48.5
Will Barton,2015-16,42.47,Fragile Star,High,33.97,54.21,28.03,54.05,50.15
Willie Cauley-Stein,2015-16,17.96,Role Player,High,4.27,10.0,6.0,54.05,48.74
Zach LaVine,2015-16,45.04,Fragile Star,High,41.42,42.46,45.14,54.05,48.64
Zach Randolph,2015-16,38.42,Role Player,High,22.16,42.54,32.59,54.05,65.11
Aaron Gordon,2016-17,30.06,Role Player,High,24.94,14.33,27.79,54.05,53.25
Al Horford,2016-17,27.24,Role Player,High,13.34,17.83,24.3,54.05,58.17
Al-Farouq Aminu,2016-17,20.17,Role Player,High,8.33,12.5,7.19,54.05,49.97
Alan Williams,2016-17,23.34,Role Player,High,5.6,31.07,4.4,54.05,49.0
Alec Burks,2016-17,40.3,Fragile Star,High,23.42,60.75,26.73,54.05,46.34
Alex Len,2016-17,21.63,Role Player,High,12.5,10.0,9.9,54.05,52.95
Andre Drummond,2016-17,24.33,Role Player,High,12.28,19.17,10.4,54.05,56.61
Andre Iguodala,2016-17,20.84,Role Player,High,7.28,10.0,15.16,54.05,50.14
Andre Roberson,2016-17,15.81,Role Player,High,0.79,10.0,1.49,54.05,46.67
Andrew Bogut,2016-17,19.7,Role Player,High,11.53,10.0,5.9,54.05,44.5
Andrew Wiggins,2016-17,60.68,Luxury Amplifier,High,50.73,77.46,61.01,54.05,57.84
Anthony Davis,2016-17,50.15,Fragile Star,High,27.36,73.5,42.19,54.05,70.25
Anthony Tolliver,2016-17,16.33,Role Player,High,0.59,10.0,5.1,54.05,45.28
Aron Baynes,2016-17,20.75,Role Player,High,5.77,13.55,14.1,54.05,47.0
Arron Afflalo,2016-17,28.0,Role Player,High,19.2,10.67,32.67,54.05,49.35
Avery Bradley,2016-17,34.19,Role Player,High,24.68,22.77,40.8,54.05,48.3
Ben McLemore,2016-17,23.2,Role Player,High,7.82,12.33,25.63,54.05,45.34
Bismack Biyombo,2016-17,16.88,Role Player,High,0.66,10.0,4.5,54.05,51.75
Blake Griffin,2016-17,44.08,Fragile Star,High,32.7,50.49,34.97,54.05,65.46
Bobby Portis,2016-17,24.16,Role Player,High,9.23,12.17,28.2,54.05,46.02
Bojan Bogdanovic,2016-17,30.22,Role Player,High,20.83,28.53,18.06,54.05,51.18
Boris Diaw,2016-17,25.32,Role Player,High,17.7,15.64,15.69,54.05,48.5
Bradley Beal,2016-17,50.75,Fragile Star,High,43.51,62.11,45.0,54.05,50.66
Brandon Ingram,2016-17,28.98,Role Player,High,23.59,10.0,30.57,54.05,51.81
Brandon Jennings,2016-17,34.1,Role Player,High,36.75,11.5,36.43,54.05,48.1
Brandon Knight,2016-17,39.33,Role Player,High,41.86,21.17,42.54,54.05,48.6
Brandon Rush,2016-17,17.81,Role Player,High,1.04,10.0,12.89,54.05,43.16
Brook Lopez,2016-17,32.12,Role Player,High,22.45,30.4,15.16,54.05,66.49
Buddy Hield,2016-17,33.1,Role Player,High,28.1,23.66,30.27,54.05,45.96
C.J. Watson,2016-17,37.65,Role Player,High,19.01,52.5,31.31,54.05,44.52
CJ McCollum,2016-17,58.77,Luxury Amplifier,High,69.95,44.8,68.23,54.05,48.29
Caris LeVert,2016-17,32.33,Role Player,High,32.64,22.76,19.24,54.05,48.94
Carmelo Anthony,2016-17,64.75,Luxury Amplifier,High,55.87,75.58,73.91,54.05,62.01
Channing Frye,2016-17,18.51,Role Player,High,1.12,10.0,15.39,54.05,44.91
Chris Paul,2016-17,76.82,Strong Creator,High,93.31,73.33,86.9,54.05,50.1
Clint Capela,2016-17,16.16,Role Player,High,0.72,10.0,0.5,54.05,52.36
Cody Zeller,2016-17,18.33,Role Player,High,1.0,12.6,6.5,54.05,54.7
Cory Joseph,2016-17,34.52,Role Player,High,38.13,10.0,38.47,54.05,47.82
Courtney Lee,2016-17,30.71,Role Player,High,23.8,11.92,39.13,54.05,46.53
