PLAYER_ID,PLAYER_NAME_x,SEASON,CREATION_TAX,CREATION_VOLUME_RATIO,LEVERAGE_TS_DELTA,LEVERAGE_USG_DELTA,CLUTCH_MIN_TOTAL,QOC_TS_DELTA,QOC_USG_DELTA,EFG_PCT_0_DRIBBLE,EFG_ISO_WEIGHTED,PLAYER_NAME_y,MICRO_STRESS_FGA,MICRO_STRESS_FG_PCT,MICRO_STRESS_PTS_PER_FGA,PLAN_A_EFFICIENCY,PLAN_B_EFFICIENCY,PLAN_B_EFFICIENCY_DELTA,PLAN_A_VOLUME,PLAN_B_VOLUME
202691,Klay Thompson,2015-16,-0.1506293436293435,0.1963608794541319,0.028,-0.065,121.6,-0.0034357109811786,-0.0026999999999999,0.624,0.4733706563706564,Klay Thompson,1.84,0.43953846153846154,0.9510869565217391,0.4214079074252652,0.5174563591022444,0.09604845167697923,1037.0,802.0
203076,Anthony Davis,2015-16,-0.2056449275362318,0.1190681622088006,0.1399999999999999,-0.0329999999999999,120.9,-0.0115929335598813,0.0129973684210526,0.58,0.3743550724637681,Anthony Davis,1.6500000000000001,0.2910833333333333,0.7030303030303028,0.5364647713226205,0.3853211009174312,-0.15114367040518928,809.0,327.0
201143,Al Horford,2015-16,-0.193985294117647,0.0624426078971533,0.031,-0.013,155.79999999999998,-0.0309003248433511,-0.0025587761674717,0.57,0.3760147058823529,Al Horford,1.2,0.382125,0.9000000000000001,0.5753052917232022,0.37236533957845436,-0.20293995214474786,737.0,427.0
1717,Dirk Nowitzki,2015-16,0.006,0.091491308325709,0.002,0.03,193.6,-0.0031731694649655,0.0057157142857142,0.527,0.533,Dirk Nowitzki,3.89,0.4020909090909091,0.9023136246786632,0.42735949098621423,0.5396825396825397,0.11232304869632542,943.0,252.0
202326,DeMarcus Cousins,2015-16,-0.0878848920863309,0.2222222222222222,-0.077,0.03,115.2,-0.0107293512937334,0.0310311004784689,0.526,0.4381151079136691,DeMarcus Cousins,1.22,0.1192,0.6065573770491803,0.5099183197199533,0.3452631578947368,-0.16465516182521645,857.0,475.0
201586,Serge Ibaka,2015-16,-0.2015333333333333,0.0154162384378211,0.0569999999999999,-0.0639999999999999,128.7,0.0288792367446339,0.0033312655086848,0.523,0.3214666666666667,Serge Ibaka,1.04,0.37960000000000005,0.8365384615384616,0.5284810126582279,0.4175,-0.1109810126582279,632.0,400.0
202696,Nikola Vučević,2015-16,-0.0612452830188679,0.1436314363143631,-0.055,-0.029,158.4,-0.0128150246154075,-0.0007230769230768,0.532,0.4707547169811321,Nikola Vučević,1.38,0.2078888888888889,0.7536231884057972,0.51953125,0.48201438848920863,-0.037516861510791366,768.0,278.0
201572,Brook Lopez,2015-16,-0.0527788944723618,0.1747146619841966,0.0,-0.034,120.9,0.0083276480880579,0.0133796992481203,0.528,0.4752211055276382,Brook Lopez,1.91,0.3755,0.8534031413612565,0.5534825870646766,0.41359773371104813,-0.13988485335362844,804.0,353.0
2547,Chris Bosh,2015-16,-0.0723030303030303,0.0972495088408644,-0.1369999999999999,0.002,94.5,-0.0189348303909353,0.0069444444444444,0.553,0.4806969696969697,Chris Bosh,2.63,0.3958888888888889,1.038022813688213,0.5460526315789473,0.3504823151125402,-0.19557031646640716,456.0,311.0
201933,Blake Griffin,2015-16,-0.001905109489051,0.3094879518072289,0.0369999999999999,-0.007,74.0,,,0.523,0.5210948905109489,Blake Griffin,2.24,0.3037142857142857,0.8482142857142856,0.47781293952180026,0.3945282505370178,-0.09178389275494658,477.0,257.0
2200,Pau Gasol,2015-16,-0.0961502890173411,0.1627469426152398,-0.05,-0.0229999999999999,184.8,-0.0115972287513702,-0.0097,0.515,0.4188497109826589,Pau Gasol,1.35,0.1889,0.7555555555555555,0.5,0.37551020408163266,-0.12448979591836734,750.0,245.0
1626157,Karl-Anthony Towns,2015-16,-0.0767261904761904,0.0883280757097791,0.028,-0.0579999999999999,188.6,0.001873709654779,-0.0076181318681318,0.591,0.5142738095238095,Karl-Anthony Towns,0.79,0.25133333333333335,0.8860759493670886,0.5752941176470588,0.44884488448844884,-0.12644923315861,850.0,303.0
204001,Kristaps Porziņģis,2015-16,-0.0403048780487805,0.0890336590662323,0.016,-0.036,84.0,0.0077523192367297,0.01855900621118,0.515,0.4746951219512194,Kristaps Porziņģis,1.97,0.3203846153846154,0.7868020304568529,0.3939393939393939,0.45524296675191817,0.06130357281252424,495.0,391.0
201567,Kevin Love,2015-16,-0.0645,0.0882028665931642,0.0229999999999999,-0.076,110.2,-0.0009407927257668,-0.0102452173913043,0.517,0.4525,Kevin Love,1.0799999999999998,0.31577777777777777,1.0370370370370372,0.4023372287145242,0.4213938411669368,0.01905661245241258,599.0,617.0
200746,LaMarcus Aldridge,2015-16,-0.0893873239436618,0.1471502590673575,-0.0739999999999999,-0.049,80.60000000000001,-0.0130925502136703,-0.0020032467532468,0.567,0.477612676056338,LaMarcus Aldridge,1.84,0.2465,0.6304347826086957,0.5355691056910569,0.4217391304347826,-0.11382997525627425,984.0,230.0
101162,Marcin Gortat,2015-16,-0.221090909090909,0.0511627906976744,0.014,-0.044,92.8,-0.003536792755835,-0.0248229813664596,0.585,0.3639090909090909,Marcin Gortat,0.5800000000000001,0.4627777777777778,0.7241379310344828,0.6033057851239669,0.4276729559748428,-0.17563282914912415,605.0,159.0
202324,Derrick Favors,2015-16,-0.083,0.1243184296619411,0.0289999999999999,-0.043,126.0,0.0310263152571856,0.0048796992481203,0.534,0.4509999999999999,Derrick Favors,0.94,0.36324999999999996,0.7234042553191489,0.5392,0.43548387096774194,-0.10371612903225808,625.0,186.0
201188,Marc Gasol,2015-16,-0.1152926829268292,0.174653887113951,0.018,0.004,105.3,-0.0289582826585145,-0.0132638888888888,0.504,0.3887073170731707,Marc Gasol,2.24,0.23566666666666666,0.6875,0.4423076923076923,0.5555555555555556,0.11324786324786329,572.0,135.0
203083,Andre Drummond,2015-16,-0.2039565217391303,0.1516483516483516,0.05,-0.003,126.0,-0.0195903178747222,-0.0192153846153846,0.601,0.3970434782608696,,0.89,0.30091287878787876,0.75,0.5397286821705426,0.2804878048780488,-0.2592408772924938,1032.0,82.0
203496,Robert Covington,2015-16,-0.2227142857142857,0.1005988023952095,-0.26,0.002,98.8,-0.0294071378391202,-0.009462242562929,0.562,0.3392857142857143,Robert Covington,0.79,0.2914,0.9873417721518988,0.404553415061296,0.3049645390070922,-0.0995888760542038,571.0,141.0
202340,Avery Bradley,2015-16,-0.1166714285714285,0.2769535113748763,0.0499999999999999,-0.023,135.29999999999998,-0.0080823507079814,-0.0080942028985507,0.545,0.4283285714285714,Avery Bradley,1.67,0.34600000000000003,0.8203592814371259,0.3858520900321543,0.5399515738498789,0.1540994838177246,622.0,413.0
201142,Kevin Durant,2015-16,-0.0988494983277592,0.4506405425772419,-0.0879999999999999,0.091,144.29999999999998,-0.0121005896661249,0.0359710344827586,0.63,0.5311505016722408,Kevin Durant,3.82,0.42615384615384616,0.9659685863874347,0.4257246376811594,0.5891812865497076,0.16345664886854816,1104.0,684.0
101107,Marvin Williams,2015-16,0.0501500000000001,0.054054054054054,-0.004,-0.043,121.6,0.0085322676289927,-0.0005646153846154,0.593,0.6431500000000001,Marvin Williams,1.04,0.256,0.6826923076923077,0.4425531914893617,0.43902439024390244,-0.0035288012454592343,470.0,328.0
