PLAYER_ID,PLAYER_NAME,SEASON,SHOT_QUALITY_GENERATION_DELTA
977,Kobe Bryant,2015-16,-0.07945666929229556
1495,Tim Duncan,2015-16,-0.07788757172319805
1717,Dirk Nowitzki,2015-16,0.023032677042121225
2037,Jamal Crawford,2015-16,-0.046341353235803046
2199,Tyson Chandler,2015-16,0.014532341696715412
2200,Pau Gasol,2015-16,-0.007994657840963676
2207,Joe Johnson,2015-16,-0.0025184814167527325
2216,Zach Randolph,2015-16,-0.024456759577597076
2225,Tony Parker,2015-16,0.03743630103325904
2440,Matt Barnes,2015-16,-0.0677662332076989
2449,Luis Scola,2015-16,0.017029269500094868
2544,LeBron James,2015-16,0.09672645425082799
2546,Carmelo Anthony,2015-16,0.0065071928871916485
2547,Chris Bosh,2015-16,0.024156151220524946
2548,Dwyane Wade,2015-16,0.00894619610016592
2585,Zaza Pachulia,2015-16,-0.08697520191478858
2594,Kyle Korver,2015-16,0.028169079569434624
2730,Dwight Howard,2015-16,0.1302228178871916
2734,Devin Harris,2015-16,0.029762211826585533
2736,Luol Deng,2015-16,0.015575759063662264
2738,Andre Iguodala,2015-16,0.06790909239699558
2747,JR Smith,2015-16,0.02752691145444311
2754,Tony Allen,2015-16,-0.00017561961280837535
2772,Trevor Ariza,2015-16,0.00784161221343277
101106,Andrew Bogut,2015-16,0.058431186366259935
101107,Marvin Williams,2015-16,0.04076703557426642
101108,Chris Paul,2015-16,0.012018782012752166
101109,Raymond Felton,2015-16,-0.08997493130894985
101114,Deron Williams,2015-16,0.0008080134179178633
101123,Gerald Green,2015-16,-0.06796774815054424
101133,Ian Mahinmi,2015-16,-0.0055009390188857366
101138,Brandon Bass,2015-16,0.04320063081070441
101139,CJ Miles,2015-16,-0.00652458695709901
101141,Ersan Ilyasova,2015-16,0.026128858155648027
101145,Monta Ellis,2015-16,0.008796618625198982
101150,Lou Williams,2015-16,-0.008469710848440587
101161,Amir Johnson,2015-16,0.03615138931576306
101162,Marcin Gortat,2015-16,0.0865819728167691
101181,Jose Calderon,2015-16,0.0073771803032989525
200746,LaMarcus Aldridge,2015-16,-0.020298549634175905
200751,Randy Foye,2015-16,-0.053069634942997046
200752,Rudy Gay,2015-16,-0.003777182112808336
200755,JJ Redick,2015-16,0.0459105311977718
200757,Thabo Sefolosha,2015-16,0.042133860831976955
200765,Rajon Rondo,2015-16,-0.017056157854048237
200768,Kyle Lowry,2015-16,0.06935514752269081
200782,P.J. Tucker,2015-16,-0.020371407036820527
200794,Paul Millsap,2015-16,-0.027028800235785688
200826,J.J. Barea,2015-16,0.03784403000840375
201142,Kevin Durant,2015-16,0.07346997050678161
201143,Al Horford,2015-16,0.02604756015523285
201144,Mike Conley,2015-16,-0.020589063300927163
201145,Jeff Green,2015-16,-0.026199542361255573
201147,Corey Brewer,2015-16,-0.0851279283814651
201152,Thaddeus Young,2015-16,-0.014016839744762699
201155,Rodney Stuckey,2015-16,-0.08420737079205368
201158,Marco Belinelli,2015-16,-0.010952981199566364
201162,Jared Dudley,2015-16,0.0800286431299101
201167,Arron Afflalo,2015-16,0.05772281788719158
201188,Marc Gasol,2015-16,-0.027833520140977397
201196,Ramon Sessions,2015-16,0.02192281788719161
201565,Derrick Rose,2015-16,-0.015198234744387334
201566,Russell Westbrook,2015-16,-0.022451406456483775
201567,Kevin Love,2015-16,-0.013756616560109097
201568,Danilo Gallinari,2015-16,-0.009505123289278994
201572,Brook Lopez,2015-16,-0.029531873801816405
201573,Jerryd Bayless,2015-16,0.050038035278495985
201577,Robin Lopez,2015-16,-0.029893439201655242
201579,Roy Hibbert,2015-16,-0.058360515446141736
201583,Ryan Anderson,2015-16,0.007580311744685514
201584,Courtney Lee,2015-16,-0.003627384541958184
201586,Serge Ibaka,2015-16,-0.01617051544614173
201587,Nicolas Batum,2015-16,0.0028626163758565804
201588,George Hill,2015-16,0.019427515873768814
201589,Darrell Arthur,2015-16,-0.034137182112808334
201596,Mario Chalmers,2015-16,-0.0413325099816608
201599,DeAndre Jordan,2015-16,0.27601664504768547
201609,Goran Dragic,2015-16,0.020318800030048767
201935,James Harden,2015-16,0.017131471733345505
201937,Ricky Rubio,2015-16,-0.06520320252097161
201939,Stephen Curry,2015-16,0.10724497446030828
201941,Jordan Hill,2015-16,-0.053238938486746046
201942,DeMar DeRozan,2015-16,-0.03595093344118244
201950,Jrue Holiday,2015-16,-0.0208813886137644
201951,Ty Lawson,2015-16,-0.05738487442050072
201952,Jeff Teague,2015-16,0.020112145950432758
201954,Darren Collison,2015-16,0.0390187948986859
201956,Omri Casspi,2015-16,0.038222817887191646
201959,Taj Gibson,2015-16,0.01006750453569305
201961,Wayne Ellington,2015-16,-0.02597813905060739
201962,Toney Douglas,2015-16,-0.017941739074833735
201967,Dante Cunningham,2015-16,-0.007475234060860314
201976,Patrick Beverley,2015-16,0.018342817887191637
201980,Danny Green,2015-16,-0.033796735185434024
201988,Patty Mills,2015-16,0.04668833512857096
202066,Garrett Temple,2015-16,-0.0244291158144658
202083,Wesley Matthews,2015-16,-0.03383900029462658
202087,Alonzo Gee,2015-16,0.023646175551425175
202322,John Wall,2015-16,-0.024737283980380526
202323,Evan Turner,2015-16,-0.06855625188025025
202324,Derrick Favors,2015-16,-0.04734614763004974
202325,Wesley Johnson,2015-16,0.0013073249294451306
202326,DeMarcus Cousins,2015-16,-0.038782649913537415
202328,Greg Monroe,2015-16,-0.011594146398522687
202329,Al-Farouq Aminu,2015-16,-0.03152108455183275
202330,Gordon Hayward,2015-16,-0.006574779155322258
202331,Paul George,2015-16,0.02105971628291356
202334,Ed Davis,2015-16,0.06381245646272299
202335,Patrick Patterson,2015-16,0.0291595648751434
202340,Avery Bradley,2015-16,0.026069824539076303
202344,Trevor Booker,2015-16,-0.01994509256056959
202355,Hassan Whiteside,2015-16,0.06495637433618479
202388,Donald Sloan,2015-16,0.03684843365073845
202391,Jeremy Lin,2015-16,-0.052782722279013344
202397,Ish Smith,2015-16,-0.03874777034810248
202498,Lance Thomas,2015-16,-0.024516071001697254
202681,Kyrie Irving,2015-16,-0.03674718211280839
202683,Enes Freedom,2015-16,0.07519669848420651
202684,Tristan Thompson,2015-16,0.047756186366259945
202685,Jonas Valančiūnas,2015-16,0.07086893660865279
202687,Bismack Biyombo,2015-16,0.02993107425863667
202688,Brandon Knight,2015-16,-0.009379746215372492
202689,Kemba Walker,2015-16,0.010706762841320078
202691,Klay Thompson,2015-16,0.07043593264129006
202693,Markieff Morris,2015-16,-0.0308294609331837
202694,Marcus Morris Sr.,2015-16,0.008513654540578064
202695,Kawhi Leonard,2015-16,0.07291183092257342
202696,Nikola Vučević,2015-16,-0.02132204345049185
202697,Iman Shumpert,2015-16,-0.0570044548400811
202699,Tobias Harris,2015-16,0.02260667615490819
202702,Kenneth Faried,2015-16,-0.02512994284900469
202703,Nikola Mirotic,2015-16,-0.001799133332320596
202704,Reggie Jackson,2015-16,-0.023182007850073766
202709,Cory Joseph,2015-16,-0.08084625118187747
202710,Jimmy Butler III,2015-16,-0.017887781191149393
202711,Bojan Bogdanovic,2015-16,0.011861706776080533
202714,Shelvin Mack,2015-16,-0.02990096852057536
202718,Chandler Parsons,2015-16,0.10294336169383816
202730,Lavoy Allen,2015-16,-0.00522062102683557
202734,E'Twaun Moore,2015-16,0.06909417711049262
202738,Isaiah Thomas,2015-16,0.02756482532213589
203076,Anthony Davis,2015-16,0.033605571291125014
203078,Bradley Beal,2015-16,0.006218380017369102
203079,Dion Waiters,2015-16,-0.06128619112181735
203081,Damian Lillard,2015-16,0.02110906127343498
203082,Terrence Ross,2015-16,0.020908003072376807
203083,Andre Drummond,2015-16,0.0799997655926345
203084,Harrison Barnes,2015-16,0.01926127942565317
203085,Austin Rivers,2015-16,0.017793684028923895
203086,Meyers Leonard,2015-16,0.031695294951411795
203093,Terrence Jones,2015-16,-0.013773166048551333
203095,Evan Fournier,2015-16,0.039800426029685254
203096,Jared Sullinger,2015-16,-0.06822413171493039
203109,Jae Crowder,2015-16,0.019785317887191622
203110,Draymond Green,2015-16,0.04284129614806115
203114,Khris Middleton,2015-16,0.08258293693481067
203115,Will Barton,2015-16,0.0073056908153683875
203138,Hollis Thompson,2015-16,0.025583602200917127
203141,Mirza Teletovic,2015-16,0.042080184658351505
203145,Kent Bazemore,2015-16,-0.010054789474771564
203457,Nerlens Noel,2015-16,-0.05787645572055655
203458,Alex Len,2015-16,-0.09490157824807405
203459,Allen Crabbe,2015-16,0.04322103852776102
203460,Andre Roberson,2015-16,-0.005964205013571755
203463,Ben McLemore,2015-16,0.0030898699103130145
203468,CJ McCollum,2015-16,0.05152651632246899
203469,Cody Zeller,2015-16,-0.07726936961280836
203471,Dennis Schröder,2015-16,-0.06285410518973147
203476,Gorgui Dieng,2015-16,-0.007262212052928152
203477,Isaiah Canaan,2015-16,-0.04122844565071454
203482,Kelly Olynyk,2015-16,0.03364589481026853
203484,Kentavious Caldwell-Pope,2015-16,-0.020421512009715592
203486,Mason Plumlee,2015-16,0.12104286619637036
203487,Michael Carter-Williams,2015-16,-0.01839880373442998
203490,Otto Porter Jr.,2015-16,0.02168710360147741
203496,Robert Covington,2015-16,0.05053654337738772
203497,Rudy Gobert,2015-16,0.033182853032926674
203498,Shabazz Muhammad,2015-16,-0.008149642609422358
203499,Shane Larkin,2015-16,0.0002467222696617144
203500,Steven Adams,2015-16,0.056285353032926644
203503,Tony Snell,2015-16,-0.06310816802830133
