PLAYER_ID,PLAYER_NAME,SEASON,SYSTEM_MERCHANT_INDEX,ABDICATION_COEFFICIENT,EMPTY_CALORIE_RATIO,MULTI_SIGNAL_FRAUD_SCORE,SELF_CREATED_USAGE,PRESSURE_TESTED_VOLUME,COMPOSITE_MERCHANT_SCORE,SYSTEM_MERCHANT_INDEX_NORMALIZED
202691,Klay Thompson,2015-16,0.04532276502114989,0.03638199653779573,1.0376043766196374,0.2,0.040843062926459436,610.4000000000001,0.3035397655597327,0.2548292073469996
203076,Anthony Davis,2015-16,0.01687278305052247,0.01379871175523345,5.799999999999999,0.2,0.027623813632441735,661.2399999999999,0.39376653040540993,0.09486795274948659
201143,Al Horford,2015-16,0.026217107459555376,0.008182173573103989,0.5464532782653588,0.7999999999999999,0.010090725436179974,388.67999999999995,0.43125969574688283,0.14740682104747954
1717,Dirk Nowitzki,2015-16,0.018582242784101487,-0.014676113360323886,1.9017032967032974,0.0,0.018225068618481232,567.75,0.10312501753478479,0.10447946406606826
202326,DeMarcus Cousins,2015-16,0.046823465801567994,-0.01122627737226277,7.02,0.0,0.0624,823.04,0.28527984216038077,0.26326696241689684
201586,Serge Ibaka,2015-16,0.006172030828786544,0.04188150807899455,0.653298768632534,0.7999999999999999,0.0021459403905446967,300.29999999999995,0.4969462192136226,0.03470251038494597
202696,Nikola Vučević,2015-16,0.025837510092777367,0.017470643347907554,5.3,0.0,0.03044986449864498,613.1200000000002,0.3329691697537125,0.1452725184284335
201572,Brook Lopez,2015-16,0.024030155402242806,0.01207697160883281,5.44,0.0,0.038017910447761184,746.0600000000001,0.31753795112191585,0.13511058848067148
2547,Chris Bosh,2015-16,0.025874955704030953,-0.0011402902557014513,4.9399999999999995,0.1,0.019216502946954806,329.66,0.3132642186170008,0.1454830579978954
201933,Blake Griffin,2015-16,0.09591791425714462,0.004119558908879861,5.779999999999999,0.1,0.07155361445783132,248.15000000000003,0.4186087403215084,0.539302623066343
2200,Pau Gasol,2015-16,0.04204099747730869,0.016650868306801663,4.88,0.0,0.03176820319849481,514.8,0.3331055353870806,0.2363773273369449
1626157,Karl-Anthony Towns,2015-16,0.019663362515761628,0.02644238975817918,4.859999999999999,0.0,0.017170977917981056,627.3000000000001,0.33142092038908666,0.11055810653498188
204001,Kristaps Porziņģis,2015-16,0.0204849800941006,0.017385365853658536,4.859999999999999,0.0,0.017308143322475558,457.91999999999996,0.3098455904226839,0.11517768691876425
201567,Kevin Love,2015-16,0.032763052180899324,0.04573186119873817,0.9530709650408208,0.6,0.016441014332965808,388.84999999999997,0.46907296553737465,0.18421167847175487
200746,LaMarcus Aldridge,2015-16,0.03493645413718268,0.032348334514528704,0.714671968190855,0.0,0.030371813471502584,584.6000000000001,0.18820188445274058,0.19643172500924333
101162,Marcin Gortat,2015-16,0.002462649061086484,0.011280943025540278,3.7199999999999998,0.2,0.00761302325581395,567.75,0.30627046867523455,0.013846350899325156
202324,Derrick Favors,2015-16,0.016050278543061906,0.016851795263559968,4.68,0.0,0.023272410032715372,493.52000000000004,0.2959315007192832,0.09024338556834262
201188,Marc Gasol,2015-16,0.0390402806490008,-0.0019911764705882354,4.739999999999999,0.2,0.03311437699680511,355.16,0.3575086045554691,0.21950566713541775
203083,Andre Drummond,2015-16,0.004170619296669711,0.00034835752482811287,0.35137309292649094,0.2,0.028995164835164827,937.1700000000001,0.14606978330153017,0.02344948744897822
203496,Robert Covington,2015-16,0.018980906112303672,-0.0011396226415094342,4.18,0.30000000000000004,0.016820119760479032,305.52,0.35341719817071604,0.10672096587816361
202340,Avery Bradley,2015-16,0.0,0.0115,3.94,0.2,0.0436478733926805,0.0,0.31333639746042324,0.0
201142,Kevin Durant,2015-16,0.04889579178720202,-0.0331340636411059,1.0828522562820684,0.0,0.10743270535041448,877.68,0.07857476453511524,0.2749187049360763
101107,Marvin Williams,2015-16,0.019112387875945342,0.03910574837310194,0.5980323125150713,0.6,0.007178378378378372,294.03000000000003,0.4222682769841899,0.10746022778316339
203141,Mirza Teletovic,2015-16,0.022395485144820506,0.03619857433808555,4.58,0.30000000000000004,0.020044783715012726,319.1599999999999,0.4669043624217325,0.12591958422975583
1626251,Duje Dukan,2015-16,0.05,-0.0,3.0799999999999996,0.7999999999999999,0.0154,2.0,0.5446743475977052,0.2811271633891748
202331,Paul George,2015-16,0.08009520540980272,-0.006289149888143176,1.2415805471124624,0.0,0.11940909090909091,747.63,0.16525332169478618,0.45033875795862255
201583,Ryan Anderson,2015-16,0.06803495224547855,0.10690220483641537,4.76,0.2,0.04519384615384614,407.22,0.5353899316931519,0.38252946272178706
1626167,Myles Turner,2015-16,0.005286081107706301,0.028742921857304565,0.558320610687023,0.0,0.0035134370579915104,276.0,0.1393002836762109,0.029721219745091586
202355,Hassan Whiteside,2015-16,0.0016148932005433348,0.004411134903640257,0.33183732752360207,0.2,0.007349584487534621,531.4399999999999,0.15328850332417532,0.00907980689290427
202703,Nikola Mirotic,2015-16,0.02735826933223895,0.0347912147505423,4.18,0.7999999999999999,0.013782702702702697,205.26,0.6520961578753512,0.15382305305218777
200794,Paul Millsap,2015-16,0.04921447460082553,-0.0012606382978723404,0.5304369642483797,0.2,0.04342075256556441,618.0299999999999,0.19298642293908108,0.2767105128443734
201939,Stephen Curry,2015-16,0.12249482888529481,-0.05706080079090454,1.0477594487366884,0.1,0.14892135922330096,677.0300000000001,0.19985548194478686,0.6887324754873057
203490,Otto Porter Jr.,2015-16,0.04559017837480729,0.0876229079497908,3.1799999999999997,0.7999999999999999,0.015230526315789467,224.25,0.6834241529586487,0.25633275049832144
203109,Jae Crowder,2015-16,0.024203751581495108,0.016118598382749268,0.5338400145111554,0.30000000000000004,0.014184489795918355,304.56,0.24817845736545951,0.13608664050963945
2546,Carmelo Anthony,2015-16,0.04279820823178617,-0.02443636363636364,5.819999999999999,0.0,0.10700362438220756,799.9200000000001,0.2481269555133651,0.24063477756682553
203096,Jared Sullinger,2015-16,0.04661917098445594,0.03650099999999992,0.5683839373163566,0.2,0.027307772020725377,376.79999999999995,0.28547713003570074,0.26211830596830044
2440,Matt Barnes,2015-16,0.033912832981390924,0.013306256860592695,0.49979394189161347,0.6,0.014563106796116495,273.59999999999997,0.37170486912771705,0.19067637077098565
202683,Enes Freedom,2015-16,0.008223278861983638,0.028224629418472057,0.3228767526228062,0.2,0.014518731988472623,536.2800000000001,0.21987661390503435,0.04623574120455243
2772,Trevor Ariza,2015-16,0.06446334267225348,0.017128301886792353,0.48385629174941325,0.7999999999999999,0.02049934296977661,281.88,0.49555381612372246,0.36244793336069936
202685,Jonas Valančiūnas,2015-16,0.0037739365419559236,0.010086614173228349,0.3073187183811129,0.2,0.0101396449704142,437.78,0.16981525853516566,0.021219121497016404
201158,Marco Belinelli,2015-16,0.04234210979177422,0.015615384615384613,3.86,0.1,0.023004563758389263,219.09000000000003,0.3277952543901901,0.23807034435348975
200755,JJ Redick,2015-16,0.03684250499603637,0.02268600682593857,1.573983739837399,0.30000000000000004,0.021051460361613334,292.49999999999994,0.3226327151102149,0.2071485784337441
202702,Kenneth Faried,2015-16,0.00278045670758618,-0.0015364025695931267,4.06,0.2,0.006694351145038165,488.43,0.28914615064193333,0.01563323814260214
203138,Hollis Thompson,2015-16,0.03348858724259486,0.04000906002265006,3.1399999999999997,0.30000000000000004,0.015036619718309857,254.86999999999995,0.4280306035070853,0.188291030748432
200752,Rudy Gay,2015-16,0.058690540522920304,-0.0007800138792505205,4.4399999999999995,0.0,0.06284592901878913,606.51,0.28994465697800703,0.32999010349972
2736,Luol Deng,2015-16,0.034631000716503435,0.01564051638530288,0.43571801566579643,0.2,0.01795780590717299,356.68,0.21831116764241518,0.1947142999351818
201587,Nicolas Batum,2015-16,0.08541666666666665,0.009807692307692226,1.0044426094137078,0.0,0.06210285714285713,397.5999999999999,0.20120995739427008,0.4802589041231735
2730,Dwight Howard,2015-16,0.0046595476736764,0.013239053254437857,0.23539445628997865,0.4,0.015664139941690962,519.72,0.25864235103436484,0.026198508403545494
101141,Ersan Ilyasova,2015-16,0.010350694772662806,0.03542449664429522,3.5999999999999996,0.2,0.006084507042253512,298.21999999999997,0.370049662525,0.05819722921091708
202328,Greg Monroe,2015-16,0.008959122281681694,0.005848026868178004,4.62,0.2,0.030336525307797534,783.68,0.33808821585722165,0.05037305267011852
201569,Eric Gordon,2015-16,0.12270365593278384,0.027464169381107493,4.06,0.6,0.05140850111856823,191.25000000000003,0.6560433655783156,0.6899066145972962
203110,Draymond Green,2015-16,0.052381253025233075,-0.00832542037586548,0.3227240603919049,0.2,0.029753191489361702,460.08000000000004,0.17873586280023393,0.2945158615550881
201568,Danilo Gallinari,2015-16,0.05228706624605679,0.011573863636363636,4.52,0.2,0.06673059936908518,339.72999999999996,0.3968116608210765,0.29398629231391626
2216,Zach Randolph,2015-16,0.04020205606458199,0.006359070464767577,0.5843980696491458,0.0,0.05953481828839389,567.8000000000001,0.12405946301265827,0.22603779967697013
2747,JR Smith,2015-16,0.08346097574579639,0.06986025408348448,1.2485477178423239,0.5,0.042011347517730495,341.88,0.5244412507673915,0.4692629473021691
202083,Wesley Matthews,2015-16,0.10291074724418779,0.008142465753424658,1.030585744530699,0.7999999999999999,0.036186897404202716,274.56,0.5378495605334251,0.578620129100377
202693,Markieff Morris,2015-16,0.03962511920989429,0.043235294117647066,4.8,0.2,0.03442016806722689,373.11999999999995,0.47305071179091684,0.2227939472487096
201960,DeMarre Carroll,2015-16,0.0436781245634428,0.06612138728323692,3.5199999999999996,0.4,0.028121477428180573,141.96,0.5356328852805231,0.24558214521359426
201599,DeAndre Jordan,2015-16,0.00091966708051685,-0.0008072837632776934,0.1615510874025441,0.2,0.0020875420875420833,405.02,0.1395432424591148,0.005170867952162117
2744,Al Jefferson,2015-16,0.0074964663121760726,0.025236033519553027,4.8,0.2,0.02342168674698795,355.78999999999996,0.3922084231871927,0.04214920619569135
203086,Meyers Leonard,2015-16,0.02567557982835658,-0.020970546984572232,3.4799999999999995,0.7999999999999999,0.007039477977161489,109.18999999999998,0.4821195550610493,0.14436205851036402
977,Kobe Bryant,2015-16,0.05330331302645534,-0.05207053941908715,6.279999999999999,0.0,0.12834420168067226,702.2399999999999,0.2599400367614906,0.2997001838074528
101139,CJ Miles,2015-16,0.042464186341729805,0.0676001011122345,0.9750452331245653,0.4,0.029939854014598533,289.28000000000003,0.42678947079446167,0.2387567250375968
203084,Harrison Barnes,2015-16,0.06673025036451849,0.02415537017726793,0.5125772125616405,0.7999999999999999,0.024498435277382644,260.0399999999999,0.5155594514288684,0.3751937199445306
